name,screen_name,followers_count,entities,verified,default_profile_image,is_translator,id_str,profile_image_url_https,protected,follow_request_sent,profile_use_background_image,profile_background_color,geo_enabled,description,profile_sidebar_border_color,profile_text_color,muting,profile_background_image_url_https,favourites_count,url,is_translation_enabled,created_at,profile_background_tile,blocking,has_extended_profile,friends_count,notifications,location,lang,id,time_zone,statuses_count,default_profile,translator_type,blocked_by,listed_count,status,profile_link_color,contributors_enabled,utc_offset,profile_sidebar_fill_color,profile_background_image_url,following,profile_image_url,profile_banner_url
Gideon Rachman,gideonrachman,"82,971","{'url': {'urls': [{'url': 'http://t.co/wzkoMnvk20', 'expanded_url': 'http://www.ft.com/rachman', 'display_url': 'ft.com/rachman', 'indices': [0, 22]}]}, 'description': {'urls': []}}",FALSE,FALSE,FALSE,17133897,https://pbs.twimg.com/profile_images/2260813137/Gideon_Rachman_normal.JPG,FALSE,,TRUE,C0DEED,FALSE,The chief foreign affairs commentator for the Financial Times shares his views,C0DEED,333333,,https://abs.twimg.com/images/themes/theme1/bg.png,6422,http://t.co/wzkoMnvk20,FALSE,Mon Nov 03 16:47:10 +0000 2008,FALSE,,FALSE,543,,London and the world,,17133897,,15788,FALSE,none,,2000,"{'created_at': 'Fri Jan 15 20:40:22 +0000 2021', 'id': 1350181051012947968, 'id_str': '1350181051012947968', 'text': 'RT @sophgaston: I don’t think people who don’t have cats understand the emotional growth dividend of facing these kinds of moods and energi…', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'sophgaston', 'name': 'Sophia Gaston', 'id': 2515524594, 'id_str': '2515524594', 'indices': [3, 14]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Fri Jan 15 20:27:16 +0000 2021', 'id': 1350177755166633988, 'id_str': '1350177755166633988', 'text': 'I don’t think people who don’t have cats understand the emotional growth dividend of facing these kinds of moods an… https://t.co/lGhCdV7zSw', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/lGhCdV7zSw', 'expanded_url': 'https://twitter.com/i/web/status/1350177755166633988', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 2, 'favorite_count': 39, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 2, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",0084B4,FALSE,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,,http://pbs.twimg.com/profile_images/2260813137/Gideon_Rachman_normal.JPG,
ʀ⎊ᴜ ʀᴇʏɴ⎊,RouReynolds,"81,141","{'url': {'urls': [{'url': 'https://t.co/682rjFMewU', 'expanded_url': 'http://orcd.co/nothingistrue', 'display_url': 'orcd.co/nothingistrue', 'indices': [0, 23]}]}, 'description': {'urls': []}}",TRUE,FALSE,FALSE,19494097,https://pbs.twimg.com/profile_images/1325041696841863168/dKUQPS5X_normal.jpg,FALSE,,TRUE,9AE4E8,TRUE,"songwriter, producer & composer. @entershikari",FFFFFF,333333,,https://abs.twimg.com/images/themes/theme1/bg.png,18337,https://t.co/682rjFMewU,TRUE,Sun Jan 25 16:40:13 +0000 2009,TRUE,,FALSE,1024,,"North London, Planet Earth",,19494097,,28015,FALSE,none,,331,"{'created_at': 'Thu Jan 14 16:58:00 +0000 2021', 'id': 1349762703657742336, 'id_str': '1349762703657742336', 'text': '@RubinReport 😭🤦🏼\u200d♂️', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RubinReport', 'name': 'Dave Rubin', 'id': 18379614, 'id_str': '18379614', 'indices': [0, 12]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': 1349740091535605761, 'in_reply_to_status_id_str': '1349740091535605761', 'in_reply_to_user_id': 18379614, 'in_reply_to_user_id_str': '18379614', 'in_reply_to_screen_name': 'RubinReport', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 2, 'favorited': False, 'retweeted': False, 'lang': 'und'}",0084B4,FALSE,,DDFFCC,http://abs.twimg.com/images/themes/theme1/bg.png,,http://pbs.twimg.com/profile_images/1325041696841863168/dKUQPS5X_normal.jpg,https://pbs.twimg.com/profile_banners/19494097/1581069694
Tim Atkin,timatkin,"71,940","{'url': {'urls': [{'url': 'https://t.co/5TbBHwBUWj', 'expanded_url': 'https://linktr.ee/timatkin', 'display_url': 'linktr.ee/timatkin', 'indices': [0, 23]}]}, 'description': {'urls': []}}",FALSE,FALSE,FALSE,23575407,https://pbs.twimg.com/profile_images/3742426679/fa68b02d80bb7b81f4e5ab2834374cf2_normal.jpeg,FALSE,,TRUE,990033,TRUE,"Opinionated Master of Wine, journalist and photographer. Also tweet about politics, books + music. Citizen of the world. Humanist. Liberal. Catador de auroras.",E5EDE1,333333,,https://abs.twimg.com/images/themes/theme16/bg.gif,63385,https://t.co/5TbBHwBUWj,FALSE,Tue Mar 10 09:54:54 +0000 2009,TRUE,,FALSE,9087,,"ÜT: 42.24991,3.229437",,23575407,,54942,FALSE,none,,1314,"{'created_at': 'Fri Jan 15 21:57:14 +0000 2021', 'id': 1350200396535508995, 'id_str': '1350200396535508995', 'text': '@winevita1855 @jamiegoode @massimobottura @michelrouxjr @ericripert @CyrilLignac @FAPercival’s book is excellent.', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'winevita1855', 'name': 'David Noakes', 'id': 976467875170082818, 'id_str': '976467875170082818', 'indices': [0, 13]}, {'screen_name': 'jamiegoode', 'name': 'Jamie Goode', 'id': 19596846, 'id_str': '19596846', 'indices': [14, 25]}, {'screen_name': 'massimobottura', 'name': 'massimobottura', 'id': 323154299, 'id_str': '323154299', 'indices': [26, 41]}, {'screen_name': 'michelrouxjr', 'name': 'Michel Roux Jr', 'id': 2327625956, 'id_str': '2327625956', 'indices': [42, 55]}, {'screen_name': 'ericripert', 'name': 'Eric Ripert', 'id': 30855079, 'id_str': '30855079', 'indices': [56, 67]}, {'screen_name': 'CyrilLignac', 'name': 'Cyril Lignac', 'id': 376684713, 'id_str': '376684713', 'indices': [68, 80]}, {'screen_name': 'FAPercival', 'name': 'Francis Percival', 'id': 371236037, 'id_str': '371236037', 'indices': [81, 92]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': 1350189451117473798, 'in_reply_to_status_id_str': '1350189451117473798', 'in_reply_to_user_id': 976467875170082818, 'in_reply_to_user_id_str': '976467875170082818', 'in_reply_to_screen_name': 'winevita1855', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 2, 'favorited': False, 'retweeted': False, 'lang': 'en'}",CF0F68,FALSE,,F5FCF2,http://abs.twimg.com/images/themes/theme16/bg.gif,,http://pbs.twimg.com/profile_images/3742426679/fa68b02d80bb7b81f4e5ab2834374cf2_normal.jpeg,https://pbs.twimg.com/profile_banners/23575407/1359828176
Tortoise — a different kind of newsroom,tortoise,"67,008","{'url': {'urls': [{'url': 'https://t.co/iW0KoJm2h7', 'expanded_url': 'https://torto.se/join-in', 'display_url': 'torto.se/join-in', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/iW0KoJm2h7', 'expanded_url': 'https://torto.se/join-in', 'display_url': 'torto.se/join-in', 'indices': [121, 144]}]}}",TRUE,FALSE,FALSE,607698782,https://pbs.twimg.com/profile_images/1044232625139929088/M52pXoZI_normal.jpg,FALSE,,FALSE,0,FALSE,"We're building a different type of newsroom: slower, wiser news without all the noise 🐢 Give us a go, free for 30 days — https://t.co/iW0KoJm2h7",0,0,,https://abs.twimg.com/images/themes/theme1/bg.png,4096,https://t.co/iW0KoJm2h7,FALSE,Thu Jun 14 01:06:49 +0000 2012,FALSE,,FALSE,1811,,"London, England",,607698782,,22073,FALSE,none,,458,"{'created_at': 'Fri Jan 15 22:30:14 +0000 2021', 'id': 1350208699982344192, 'id_str': '1350208699982344192', 'text': 'Boris Johnson has bet his entire pandemic strategy and perhaps his premiership on a single vaccine plan that - if i… https://t.co/jOALRtSnsi', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/jOALRtSnsi', 'expanded_url': 'https://twitter.com/i/web/status/1350208699982344192', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}, 'source': '<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 5, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",1B95E0,FALSE,,0,http://abs.twimg.com/images/themes/theme1/bg.png,,http://pbs.twimg.com/profile_images/1044232625139929088/M52pXoZI_normal.jpg,https://pbs.twimg.com/profile_banners/607698782/1582544216
Raghu Karnad,rkarnad,"64,089","{'url': {'urls': [{'url': 'https://t.co/ZGDymHc8IC', 'expanded_url': 'http://porterfolio.net/raghu.karnad', 'display_url': 'porterfolio.net/raghu.karnad', 'indices': [0, 23]}]}, 'description': {'urls': []}}",TRUE,FALSE,FALSE,570576883,https://pbs.twimg.com/profile_images/1107910240735911936/i5HrBK6w_normal.png,FALSE,,FALSE,2B1B17,TRUE,रघुकुल रीत सदा चली आई. Founding team @theWire_in. My book is Farthest Field: An Indian Story of the Second World War.,D9B17E,333333,,https://abs.twimg.com/images/themes/theme8/bg.gif,2591,https://t.co/ZGDymHc8IC,FALSE,Fri May 04 06:00:46 +0000 2012,FALSE,,TRUE,1121,,India,,570576883,,10417,FALSE,none,,254,"{'created_at': 'Fri Jan 15 12:25:07 +0000 2021', 'id': 1350056419345616898, 'id_str': '1350056419345616898', 'text': 'RT @devinaguptanews: This week on #Worklifeindia we turn the page- literally!! \n\nHow to read more in 2021?\n\nJoin the conversation with\n\n✍️…', 'truncated': False, 'entities': {'hashtags': [{'text': 'Worklifeindia', 'indices': [34, 48]}], 'symbols': [], 'user_mentions': [{'screen_name': 'devinaguptanews', 'name': 'devinagupta', 'id': 17705993, 'id_str': '17705993', 'indices': [3, 19]}], 'urls': []}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Fri Jan 15 12:20:37 +0000 2021', 'id': 1350055285373583361, 'id_str': '1350055285373583361', 'text': 'This week on #Worklifeindia we turn the page- literally!! \n\nHow to read more in 2021?\n\nJoin the conversation with… https://t.co/ZASxEXeIVN', 'truncated': True, 'entities': {'hashtags': [{'text': 'Worklifeindia', 'indices': [13, 27]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ZASxEXeIVN', 'expanded_url': 'https://twitter.com/i/web/status/1350055285373583361', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': {'id': '317fcc4b21a604d5', 'url': 'https://api.twitter.com/1.1/geo/id/317fcc4b21a604d5.json', 'place_type': 'city', 'name': 'New Delhi', 'full_name': 'New Delhi, India', 'country_code': 'IN', 'country': 'India', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[76.84252, 28.397657], [77.347652, 28.397657], [77.347652, 28.879322], [76.84252, 28.879322]]]}, 'attributes': {}}, 'contributors': None, 'is_quote_status': False, 'retweet_count': 7, 'favorite_count': 19, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 7, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",CD7109,FALSE,,EADEAA,http://abs.twimg.com/images/themes/theme8/bg.gif,,http://pbs.twimg.com/profile_images/1107910240735911936/i5HrBK6w_normal.png,https://pbs.twimg.com/profile_banners/570576883/1473973793
Ilya Sutskever,ilyasut,"61,864",{'description': {'urls': []}},FALSE,FALSE,FALSE,1720046887,https://pbs.twimg.com/profile_images/1287174032211603456/vL4_w__Q_normal.jpg,FALSE,,FALSE,0,FALSE,@openai,0,0,,https://abs.twimg.com/images/themes/theme1/bg.png,1840,,FALSE,Sun Sep 01 19:32:15 +0000 2013,FALSE,,FALSE,2000,,,,1720046887,,569,FALSE,none,,1143,"{'created_at': 'Thu Jan 14 02:40:24 +0000 2021', 'id': 1349546881806987273, 'id_str': '1349546881806987273', 'text': 'RT @lilianweng: Our paper on training a single goal-conditioned policy 100% with asymmetric self-play to generalize to many unseen objects…', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'lilianweng', 'name': 'Lilian Weng', 'id': 96999384, 'id_str': '96999384', 'indices': [3, 14]}], 'urls': []}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Thu Jan 14 02:36:14 +0000 2021', 'id': 1349545832035491841, 'id_str': '1349545832035491841', 'text': 'Our paper on training a single goal-conditioned policy 100% with asymmetric self-play to generalize to many unseen… https://t.co/KShC4K0TIM', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/KShC4K0TIM', 'expanded_url': 'https://twitter.com/i/web/status/1349545832035491841', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 51, 'favorite_count': 313, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 51, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",91D2FA,FALSE,,0,http://abs.twimg.com/images/themes/theme1/bg.png,,http://pbs.twimg.com/profile_images/1287174032211603456/vL4_w__Q_normal.jpg,
Michael Nielsen,michael_nielsen,"61,431","{'url': {'urls': [{'url': 'http://t.co/4afcKsxMtP', 'expanded_url': 'http://michaelnielsen.org/', 'display_url': 'michaelnielsen.org', 'indices': [0, 22]}]}, 'description': {'urls': []}}",FALSE,FALSE,FALSE,15626406,https://pbs.twimg.com/profile_images/1347313646146179073/3qkmmkvv_normal.jpg,FALSE,,FALSE,0,FALSE,Searching for the numinous.,0,0,,https://abs.twimg.com/images/themes/theme4/bg.gif,56966,http://t.co/4afcKsxMtP,FALSE,Mon Jul 28 01:47:10 +0000 2008,FALSE,,FALSE,3927,,"San Francisco, CA",,15626406,,25709,FALSE,none,,1942,"{'created_at': 'Fri Jan 15 18:27:00 +0000 2021', 'id': 1350147490184511490, 'id_str': '1350147490184511490', 'text': 'Efficient market hypothesis for the win https://t.co/o7mRFEdKtG', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1350147446790262786, 'id_str': '1350147446790262786', 'indices': [40, 63], 'media_url': 'http://pbs.twimg.com/media/Eryv8xBVkAIHAF9.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eryv8xBVkAIHAF9.jpg', 'url': 'https://t.co/o7mRFEdKtG', 'display_url': 'pic.twitter.com/o7mRFEdKtG', 'expanded_url': 'https://twitter.com/michael_nielsen/status/1350147490184511490/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1152, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1350147446790262786, 'id_str': '1350147446790262786', 'indices': [40, 63], 'media_url': 'http://pbs.twimg.com/media/Eryv8xBVkAIHAF9.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eryv8xBVkAIHAF9.jpg', 'url': 'https://t.co/o7mRFEdKtG', 'display_url': 'pic.twitter.com/o7mRFEdKtG', 'expanded_url': 'https://twitter.com/michael_nielsen/status/1350147490184511490/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 383, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1152, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}}}]}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 27, 'favorite_count': 306, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",1B95E0,FALSE,,0,http://abs.twimg.com/images/themes/theme4/bg.gif,,http://pbs.twimg.com/profile_images/1347313646146179073/3qkmmkvv_normal.jpg,https://pbs.twimg.com/profile_banners/15626406/1602881124
Kmele,kmele,"60,833",{'description': {'urls': []}},TRUE,FALSE,FALSE,17296100,https://pbs.twimg.com/profile_images/876220030484070400/PkaA6wSN_normal.jpg,FALSE,,TRUE,1A1B1F,TRUE,"Superlative, superlative, superlative, and adjective superlative. #MLIDAIDDS Punching Up @freethinkmedia Punching Down @wethefifth (sharpening my oyster knife)",181A1E,666666,,https://abs.twimg.com/images/themes/theme9/bg.gif,6166,,FALSE,Mon Nov 10 21:51:53 +0000 2008,FALSE,,TRUE,1760,,(In Transit),,17296100,,13001,FALSE,none,,628,"{'created_at': 'Sat Jan 16 01:32:50 +0000 2021', 'id': 1350254651162071040, 'id_str': '1350254651162071040', 'text': ""@EVERALD65373457 @sullydish Think I can square their sentiments without too much trouble:\n\nThe 'a-historical essenc… https://t.co/8TulWEQLRD"", 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'EVERALD65373457', 'name': 'EVERALDO SANTOS', 'id': 1339355612795310080, 'id_str': '1339355612795310080', 'indices': [0, 16]}, {'screen_name': 'sullydish', 'name': 'Andrew Sullivan', 'id': 331816614, 'id_str': '331816614', 'indices': [17, 27]}], 'urls': [{'url': 'https://t.co/8TulWEQLRD', 'expanded_url': 'https://twitter.com/i/web/status/1350254651162071040', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': 1350251625932345345, 'in_reply_to_status_id_str': '1350251625932345345', 'in_reply_to_user_id': 1339355612795310080, 'in_reply_to_user_id_str': '1339355612795310080', 'in_reply_to_screen_name': 'EVERALD65373457', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",8B9091,FALSE,,252429,http://abs.twimg.com/images/themes/theme9/bg.gif,,http://pbs.twimg.com/profile_images/876220030484070400/PkaA6wSN_normal.jpg,https://pbs.twimg.com/profile_banners/17296100/1477679993
Tom Vander Ark,tvanderark,"60,348","{'url': {'urls': [{'url': 'http://t.co/U0ejUdw0JS', 'expanded_url': 'http://www.GettingSmart.com', 'display_url': 'GettingSmart.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}",FALSE,FALSE,FALSE,26928955,https://pbs.twimg.com/profile_images/810179282580275200/Tg0YKtoB_normal.jpg,FALSE,,TRUE,9B2622,TRUE,Passionate about innovations in learning. Studying #AI #FutureofWork #PBL #SEL  #PersonalizedLearning #EdTech #CBE,58595B,333333,,https://abs.twimg.com/images/themes/theme9/bg.gif,10768,http://t.co/U0ejUdw0JS,FALSE,Fri Mar 27 02:37:05 +0000 2009,FALSE,,FALSE,46073,,Seattle WA,,26928955,,31715,FALSE,none,,1994,"{'created_at': 'Fri Jan 15 19:09:28 +0000 2021', 'id': 1350158176096665601, 'id_str': '1350158176096665601', 'text': 'Webinar: Learner Variability Among Adult Learners: Strategies for Programs and Practices. 1/25 3pm ET… https://t.co/jycZZWTzie', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/jycZZWTzie', 'expanded_url': 'https://twitter.com/i/web/status/1350158176096665601', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [103, 126]}]}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 2, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",58595B,FALSE,,FFFFFF,http://abs.twimg.com/images/themes/theme9/bg.gif,,http://pbs.twimg.com/profile_images/810179282580275200/Tg0YKtoB_normal.jpg,https://pbs.twimg.com/profile_banners/26928955/1495228281
Andrew Trask,iamtrask,"60,063","{'url': {'urls': [{'url': 'https://t.co/BFh4ZK1Pso', 'expanded_url': 'http://courses.openmined.org', 'display_url': 'courses.openmined.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}",FALSE,FALSE,FALSE,929211084,https://pbs.twimg.com/profile_images/1317284822755180545/3gH4kSwC_normal.jpg,FALSE,,TRUE,C0DEED,FALSE,"Lead @OpenMinedOrg
Sr. Research Scientist @DeepMind
PhD Student @UniofOxford @FHIOxford @UN
Teacher @ManningBooks @Udacity",C0DEED,333333,,https://abs.twimg.com/images/themes/theme1/bg.png,17707,https://t.co/BFh4ZK1Pso,FALSE,Tue Nov 06 07:39:34 +0000 2012,FALSE,,TRUE,729,,"Oxford, UK",,929211084,,5928,TRUE,none,,1121,"{'created_at': 'Fri Jan 15 18:37:34 +0000 2021', 'id': 1350150145850138624, 'id_str': '1350150145850138624', 'text': 'To be clear - machine learning being used to read social signals (both ones we choose - clothing, hairstyle, postur… https://t.co/OtTTXqOVYr', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/OtTTXqOVYr', 'expanded_url': 'https://twitter.com/i/web/status/1350150145850138624', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': True, 'quoted_status_id': 1350142054156939265, 'quoted_status_id_str': '1350142054156939265', 'retweet_count': 1, 'favorite_count': 14, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",1DA1F2,FALSE,,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,,http://pbs.twimg.com/profile_images/1317284822755180545/3gH4kSwC_normal.jpg,https://pbs.twimg.com/profile_banners/929211084/1608774989
James Pethokoukis,JimPethokoukis,"54,206","{'url': {'urls': [{'url': 'https://t.co/tUufwz9tsk', 'expanded_url': 'https://www.aei.org/profile/james-pethokoukis/', 'display_url': 'aei.org/profile/james-…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",TRUE,FALSE,FALSE,16491569,https://pbs.twimg.com/profile_images/378800000011022696/edc53811698f392474e477ccbacdd782_normal.jpeg,FALSE,,TRUE,596163,TRUE,@AEI Fellow. @CNBC Contributor. @Jeopardy! champ. @TheWeek columnist. Ex-@Reuters columnist. Ex-@USNews editor. @MedillSchool. @NorthwesternU 🦅🌐 🌎🦄 🤖🚀 🧬,0,333333,,https://abs.twimg.com/images/themes/theme17/bg.gif,47812,https://t.co/tUufwz9tsk,FALSE,Sat Sep 27 21:49:19 +0000 2008,FALSE,,FALSE,4862,,"Washington, DC",,16491569,,87372,FALSE,none,,2202,"{'created_at': 'Sat Jan 16 01:30:48 +0000 2021', 'id': 1350254141248045059, 'id_str': '1350254141248045059', 'text': 'Really enjoyed @wandavision. We spent as much time trying to hash out the mystery and look for Easter eggs as we did watching the show.', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'wandavision', 'name': 'WandaVision', 'id': 1162472272214581250, 'id_str': '1162472272214581250', 'indices': [15, 27]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 4, 'favorited': False, 'retweeted': False, 'lang': 'en'}",6B0C1F,FALSE,,E6F6F9,http://abs.twimg.com/images/themes/theme17/bg.gif,,http://pbs.twimg.com/profile_images/378800000011022696/edc53811698f392474e477ccbacdd782_normal.jpeg,https://pbs.twimg.com/profile_banners/16491569/1592745386
